=== HOST=car MASK=soft ARMS=interface SLACK=0.1 ===
=== host: car  mask: soft  arm: interface  slack: 0.1 ===
wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from /home/shora/.netrc.
wandb: Currently logged in as: shoraaa (shoraaa-vnu) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run n14vusyf
wandb: Tracking run with wandb version 0.28.1
wandb: Run data is saved locally in /home/shora/Research/PRISM/baselines/CaR-constraint/wandb/run-20260904_021225-n14vusyf
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run 20260904_031217train_interface
wandb:  View project at https://wandb.ai/shoraaa-vnu/unified_solver
wandb:  View run at https://wandb.ai/shoraaa-vnu/unified_solver/runs/n14vusyf
{'POMO_checkpoint': '../PIP-constraint/POMO+PIP/pretrained/TSPTW/tsptw50_hard/POMO_star/epoch-10000.pt',
 'extra_weight': 0.1,
 'ff_hidden_dim': 512,
 'fsb_dist_only': True,
 'fsb_reward_only': True,
 'fsb_reward_plus': False,
 'fsb_start_delay': 10000,
 'gamma': 0.1,
 'generate_PI_mask': False,
 'gpu_id': '0',
 'gumbel': False,
 'hardness': 'hard',
 'head_num': 8,
 'imitation_learning': True,
 'imitation_loss_weight': 1.0,
 'impr_encoder_start_idx': 0,
 'improve_start_when_dummy_ok': False,
 'improve_steps': 5,
 'improvement_method': 'kopt',
 'improvement_only': False,
 'infsb_dist_penalty': False,
 'init_sol_strategy': 'POMO',
 'insert_before': True,
 'is_lib': False,
 'iterations': 200,
 'iterations_impr': 20,
 'k_max': 4,
 'k_unconfident': 10,
 'lazy_pip_model': False,
 'load_optimizer': True,
 'load_which_pip': 'train_fsb_bsf',
 'log_dir': 'results/composition/train_car_soft_interface_slack0.1',
 'logit_clipping': 10,
 'lr': 0.0001,
 'max_dummy_size': 18,
 'milestones': [4501],
 'model_save_interval': 5,
 'model_type': 'SINGLE',
 'multi_processing': False,
 'multiple_gpu': False,
 'n2s_decoder': False,
 'neighborhood_search': False,
 'no_cuda': False,
 'node_repr': 'named',
 'node_repr_dim': 4,
 'non_linear': None,
 'non_linear_cons': False,
 'norm': 'instance',
 'norm_loc': 'norm_last',
 'occ_gpu': 0.0,
 'out_node_reward': True,
 'out_reward': True,
 'pairwise_merge': 'feature,attention',
 'penalty_factor': 1.0,
 'penalty_normalize': False,
 'pip_checkpoint': None,
 'pip_decoder': False,
 'pip_last_growup': 50,
 'pip_step': 1,
 'pip_update_epoch': 20,
 'pip_update_interval': 1000,
 'pomo_feasible_start': False,
 'pomo_size': 50,
 'pomo_start': False,
 'problem': 'VRPBLTW',
 'problem_size': 50,
 'probs_return': False,
 'qkv_dim': 16,
 'random_delta_t': 0,
 'reconstruct': False,
 'reconstruct_bonus_weight': 1.0,
 'reconstruct_improve_bonus': False,
 'refinement_history_path': None,
 'repeats': 1,
 'reward_gating': False,
 'rm_num': 1,
 'sample_size': 1,
 'seed': 1234,
 'select_strategy': 'quality',
 'select_top_k': 10,
 'select_top_k_val': 1,
 'seperate_obj_penalty': False,
 'simulation_stop_epoch': 100,
 'slack_normalize': True,
 'slack_weight': 0.1,
 'soft_constrained': True,
 'sop_variant': 1,
 'sqrt_embedding_dim': 11.313708498984761,
 'stochastic_probability': 0.5,
 'subgradient': False,
 'subgradient_lr': 0.1,
 'succ_attention_bias': 1.0,
 'supplement_feature_dim': 17,
 'tb_logger': False,
 'test_batch_size': 10000,
 'test_dataset': None,
 'test_episodes': 10000,
 'test_opt_path': None,
 'test_pomo_size': 1,
 'total_history': 3,
 'train_batch_size': 16,
 'train_episodes': 2560,
 'tw_normalize': True,
 'uncertainty_weight': False,
 'unified_decoder': False,
 'unified_encoder': True,
 'use_fast_attention': True,
 'use_real_PI_mask': False,
 'v_range': 6.0,
 'val_dataset': ['vrpbltw50_uniform.pkl'],
 'val_episodes': 64,
 'val_init_sol_strategy': 'POMO',
 'val_opt_path': None,
 'val_pomo_size': 1,
 'val_reconstruct_times': 1,
 'validation_batch_size': 32,
 'validation_improve_steps': 20,
 'validation_interval': 2,
 'wandb_logger': True,
 'weight_decay': 1e-06,
 'which_feature': 'both',
 'with_RNN': True,
 'with_bonus': False,
 'with_explore_stat_feature': True,
 'with_infsb_feature': True,
 'with_regular': False,
 'wo_node_penalty': False,
 'wo_tour_penalty': False,
 'world_size': 1}
>> Log Path: results/composition/train_car_soft_interface_slack0.1/20260904_032737train_interface
>> No occupation needed
>> USE_CUDA: True, CUDA_DEVICE_NUM: 0
>> Start VRPBLTW Training using SINGLE Model ...
[2026-09-04 02:27:49] utils.py(229) : >> Use unified encoder for Improvement and Construction!
[2026-09-04 02:27:49] utils.py(229) : >> Use kopt decoder for Improvement!
[2026-09-04 02:27:50] utils.py(229) : lambda_:
[2026-09-04 02:27:50] utils.py(229) : 1.0
[2026-09-04 02:27:51] utils.py(229) : Number of Parameters: 1648488
[2026-09-04 02:27:51] utils.py(229) : [copy_all_src] Warning: /home/shora/Research/PRISM/baselines/CaR-constraint/_ops.py not found. Skipping.
[2026-09-04 02:27:51] utils.py(229) : [copy_all_src] Warning: /home/shora/Research/PRISM/baselines/CaR-constraint/_classes.py not found. Skipping.
[2026-09-04 02:27:51] utils.py(229) : ================================================================================
[2026-09-04 02:27:57] utils.py(229) : Rank 0 >> Epoch 1: Train (0%)
[2026-09-04 02:27:57] utils.py(229) : [Construction] Score: 26.2572,  Loss: 532.0593,  Infeasible_rate: [100.0000%, 100.0000%], out: 86.3856, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:27:57] utils.py(229) : [Improvement] Score: 168.9443 [BSF: 167.3221],  Loss: 9.6048,  Infeasible_rate: [100.0000%, 100.0000%], out: 172.4672, out_nodes: 57, Feasible_dist: 0.0000, Entropy: 2.3673
[2026-09-04 02:27:57] utils.py(229) : Diversity Loss: 9.4232, Constructive RL loss: 532.1534, Slack loss: 0.5774 (adds 53.21)
[2026-09-04 02:28:06] utils.py(229) : Rank 0 >> Epoch 1: Train (0%)
[2026-09-04 02:28:06] utils.py(229) : [Construction] Score: 26.4195,  Loss: 499.4988,  Infeasible_rate: [100.0000%, 100.0000%], out: 83.7907, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:28:06] utils.py(229) : [Improvement] Score: 157.2722 [BSF: 156.0686],  Loss: 8.7593,  Infeasible_rate: [100.0000%, 100.0000%], out: 163.0758, out_nodes: 56, Feasible_dist: 0.0000, Entropy: 2.3817
[2026-09-04 02:28:06] utils.py(229) : Diversity Loss: 9.4683, Constructive RL loss: 499.5934, Slack loss: 0.5741 (adds 49.95)
[2026-09-04 02:28:14] utils.py(229) : Rank 0 >> Epoch 1: Train (0%)
[2026-09-04 02:28:14] utils.py(229) : [Construction] Score: 26.7186,  Loss: 566.4550,  Infeasible_rate: [100.0000%, 100.0000%], out: 83.5855, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:28:14] utils.py(229) : [Improvement] Score: 157.4644 [BSF: 156.4465],  Loss: 8.8888,  Infeasible_rate: [100.0000%, 100.0000%], out: 160.4962, out_nodes: 56, Feasible_dist: 0.0000, Entropy: 2.4120
[2026-09-04 02:28:14] utils.py(229) : Diversity Loss: 9.4984, Constructive RL loss: 566.5499, Slack loss: 0.5850 (adds 56.65)
[2026-09-04 02:28:22] utils.py(229) : Rank 0 >> Epoch 1: Train (0%)
[2026-09-04 02:28:22] utils.py(229) : [Construction] Score: 26.7342,  Loss: 527.7731,  Infeasible_rate: [100.0000%, 100.0000%], out: 81.6031, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:28:22] utils.py(229) : [Improvement] Score: 151.7378 [BSF: 150.8154],  Loss: 9.5994,  Infeasible_rate: [100.0000%, 100.0000%], out: 154.4390, out_nodes: 55, Feasible_dist: 0.0000, Entropy: 2.4266
[2026-09-04 02:28:22] utils.py(229) : Diversity Loss: 9.5170, Constructive RL loss: 527.8682, Slack loss: 0.5816 (adds 52.78)
[2026-09-04 02:28:30] utils.py(229) : Rank 0 >> Epoch 1: Train (0%)
[2026-09-04 02:28:30] utils.py(229) : [Construction] Score: 26.5310,  Loss: 539.6599,  Infeasible_rate: [100.0000%, 100.0000%], out: 81.4837, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:28:30] utils.py(229) : [Improvement] Score: 152.7992 [BSF: 151.3320],  Loss: 10.0148,  Infeasible_rate: [100.0000%, 100.0000%], out: 156.0411, out_nodes: 56, Feasible_dist: 0.0000, Entropy: 2.4218
[2026-09-04 02:28:30] utils.py(229) : Diversity Loss: 9.5201, Constructive RL loss: 539.7550, Slack loss: 0.5844 (adds 53.97)
[2026-09-04 02:28:39] utils.py(229) : Rank 0 >> Epoch 1: Train (0%)
[2026-09-04 02:28:39] utils.py(229) : [Construction] Score: 26.5096,  Loss: 588.1451,  Infeasible_rate: [100.0000%, 100.0000%], out: 79.5133, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:28:39] utils.py(229) : [Improvement] Score: 149.7964 [BSF: 148.4549],  Loss: 9.9916,  Infeasible_rate: [100.0000%, 100.0000%], out: 154.8477, out_nodes: 56, Feasible_dist: 0.0000, Entropy: 2.4265
[2026-09-04 02:28:39] utils.py(229) : Diversity Loss: 9.5321, Constructive RL loss: 588.2403, Slack loss: 0.5845 (adds 58.81)
[2026-09-04 02:28:46] utils.py(229) : Rank 0 >> Epoch 1: Train (0%)
[2026-09-04 02:28:46] utils.py(229) : [Construction] Score: 26.5140,  Loss: 589.8677,  Infeasible_rate: [100.0000%, 100.0000%], out: 78.7230, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:28:46] utils.py(229) : [Improvement] Score: 148.7422 [BSF: 147.4116],  Loss: 9.8200,  Infeasible_rate: [100.0000%, 100.0000%], out: 153.6425, out_nodes: 55, Feasible_dist: 0.0000, Entropy: 2.4220
[2026-09-04 02:28:46] utils.py(229) : Diversity Loss: 9.5417, Constructive RL loss: 589.9632, Slack loss: 0.5839 (adds 58.99)
[2026-09-04 02:28:55] utils.py(229) : Rank 0 >> Epoch 1: Train (0%)
[2026-09-04 02:28:55] utils.py(229) : [Construction] Score: 26.5574,  Loss: 590.3481,  Infeasible_rate: [100.0000%, 100.0000%], out: 79.7013, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:28:55] utils.py(229) : [Improvement] Score: 149.1925 [BSF: 147.7595],  Loss: 9.9190,  Infeasible_rate: [100.0000%, 100.0000%], out: 154.7256, out_nodes: 56, Feasible_dist: 0.0000, Entropy: 2.4145
[2026-09-04 02:28:55] utils.py(229) : Diversity Loss: 9.5341, Constructive RL loss: 590.4434, Slack loss: 0.5855 (adds 59.03)
[2026-09-04 02:29:03] utils.py(229) : Rank 0 >> Epoch 1: Train (5%)
[2026-09-04 02:29:03] utils.py(229) : [Construction] Score: 26.5205,  Loss: 595.9533,  Infeasible_rate: [100.0000%, 100.0000%], out: 81.1275, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:29:03] utils.py(229) : [Improvement] Score: 150.5344 [BSF: 149.0981],  Loss: 10.2828,  Infeasible_rate: [100.0000%, 100.0000%], out: 156.8756, out_nodes: 56, Feasible_dist: 0.0000, Entropy: 2.4160
[2026-09-04 02:29:03] utils.py(229) : Diversity Loss: 9.5261, Constructive RL loss: 596.0485, Slack loss: 0.5892 (adds 59.60)
[2026-09-04 02:29:11] utils.py(229) : Rank 0 >> Epoch 1: Train (5%)
[2026-09-04 02:29:11] utils.py(229) : [Construction] Score: 26.4497,  Loss: 597.8827,  Infeasible_rate: [100.0000%, 100.0000%], out: 79.7791, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:29:11] utils.py(229) : [Improvement] Score: 149.3046 [BSF: 147.8772],  Loss: 10.1149,  Infeasible_rate: [100.0000%, 100.0000%], out: 155.9366, out_nodes: 56, Feasible_dist: 0.0000, Entropy: 2.4092
[2026-09-04 02:29:11] utils.py(229) : Diversity Loss: 9.5276, Constructive RL loss: 597.9779, Slack loss: 0.5898 (adds 59.79)
[2026-09-04 02:29:20] utils.py(229) : Rank 0 >> Epoch 1: Train (5%)
[2026-09-04 02:29:20] utils.py(229) : [Construction] Score: 26.5279,  Loss: 599.8507,  Infeasible_rate: [100.0000%, 100.0000%], out: 80.2475, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:29:20] utils.py(229) : [Improvement] Score: 149.0962 [BSF: 147.6117],  Loss: 10.0299,  Infeasible_rate: [100.0000%, 100.0000%], out: 157.2887, out_nodes: 56, Feasible_dist: 0.0000, Entropy: 2.4091
[2026-09-04 02:29:20] utils.py(229) : Diversity Loss: 9.5244, Constructive RL loss: 599.9458, Slack loss: 0.5911 (adds 59.99)
[2026-09-04 02:29:27] utils.py(229) : Rank 0 >> Epoch 1: Train (5%)
[2026-09-04 02:29:27] utils.py(229) : [Construction] Score: 26.4683,  Loss: 606.5914,  Infeasible_rate: [100.0000%, 100.0000%], out: 80.4945, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:29:27] utils.py(229) : [Improvement] Score: 148.2120 [BSF: 146.8440],  Loss: 10.0487,  Infeasible_rate: [100.0000%, 100.0000%], out: 156.9862, out_nodes: 56, Feasible_dist: 0.0000, Entropy: 2.4140
[2026-09-04 02:29:27] utils.py(229) : Diversity Loss: 9.5195, Constructive RL loss: 606.6865, Slack loss: 0.5922 (adds 60.66)
[2026-09-04 02:29:35] utils.py(229) : Rank 0 >> Epoch 1: Train (5%)
[2026-09-04 02:29:35] utils.py(229) : [Construction] Score: 26.4820,  Loss: 608.3791,  Infeasible_rate: [100.0000%, 100.0000%], out: 80.0566, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:29:35] utils.py(229) : [Improvement] Score: 147.7767 [BSF: 146.3714],  Loss: 10.1105,  Infeasible_rate: [100.0000%, 100.0000%], out: 157.5726, out_nodes: 56, Feasible_dist: 0.0000, Entropy: 2.4152
[2026-09-04 02:29:35] utils.py(229) : Diversity Loss: 9.5154, Constructive RL loss: 608.4741, Slack loss: 0.5928 (adds 60.84)
[2026-09-04 02:29:42] utils.py(229) : Rank 0 >> Epoch 1: Train (5%)
[2026-09-04 02:29:42] utils.py(229) : [Construction] Score: 26.4689,  Loss: 601.2154,  Infeasible_rate: [100.0000%, 100.0000%], out: 79.6988, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:29:42] utils.py(229) : [Improvement] Score: 147.3439 [BSF: 145.8205],  Loss: 10.2421,  Infeasible_rate: [100.0000%, 100.0000%], out: 156.8350, out_nodes: 56, Feasible_dist: 0.0000, Entropy: 2.4120
[2026-09-04 02:29:42] utils.py(229) : Diversity Loss: 9.5145, Constructive RL loss: 601.3105, Slack loss: 0.5925 (adds 60.12)
[2026-09-04 02:29:50] utils.py(229) : Rank 0 >> Epoch 1: Train (5%)
[2026-09-04 02:29:50] utils.py(229) : [Construction] Score: 26.5129,  Loss: 599.5961,  Infeasible_rate: [100.0000%, 100.0000%], out: 79.7699, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:29:50] utils.py(229) : [Improvement] Score: 147.0180 [BSF: 145.5451],  Loss: 10.5534,  Infeasible_rate: [100.0000%, 100.0000%], out: 156.2982, out_nodes: 56, Feasible_dist: 0.0000, Entropy: 2.4134
[2026-09-04 02:29:50] utils.py(229) : Diversity Loss: 9.5162, Constructive RL loss: 599.6912, Slack loss: 0.5925 (adds 59.96)
[2026-09-04 02:29:58] utils.py(229) : Rank 0 >> Epoch 1: Train (5%)
[2026-09-04 02:29:58] utils.py(229) : [Construction] Score: 26.5146,  Loss: 608.1213,  Infeasible_rate: [100.0000%, 100.0000%], out: 79.6611, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:29:58] utils.py(229) : [Improvement] Score: 146.9804 [BSF: 145.5925],  Loss: 10.3001,  Infeasible_rate: [100.0000%, 100.0000%], out: 156.0777, out_nodes: 56, Feasible_dist: 0.0000, Entropy: 2.4140
[2026-09-04 02:29:58] utils.py(229) : Diversity Loss: 9.5187, Constructive RL loss: 608.2164, Slack loss: 0.5929 (adds 60.81)
[2026-09-04 02:30:06] utils.py(229) : Rank 0 >> Epoch 1: Train (10%)
[2026-09-04 02:30:06] utils.py(229) : [Construction] Score: 26.5235,  Loss: 611.1534,  Infeasible_rate: [100.0000%, 100.0000%], out: 79.4355, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:30:06] utils.py(229) : [Improvement] Score: 147.0611 [BSF: 145.6862],  Loss: 10.2383,  Infeasible_rate: [100.0000%, 100.0000%], out: 155.4869, out_nodes: 56, Feasible_dist: 0.0000, Entropy: 2.4132
[2026-09-04 02:30:06] utils.py(229) : Diversity Loss: 9.5169, Constructive RL loss: 611.2485, Slack loss: 0.5928 (adds 61.12)
[2026-09-04 02:30:13] utils.py(229) : Rank 0 >> Epoch 1: Train (10%)
[2026-09-04 02:30:13] utils.py(229) : [Construction] Score: 26.4770,  Loss: 611.2217,  Infeasible_rate: [100.0000%, 100.0000%], out: 79.7579, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:30:13] utils.py(229) : [Improvement] Score: 147.4422 [BSF: 146.0926],  Loss: 10.3535,  Infeasible_rate: [100.0000%, 100.0000%], out: 155.7533, out_nodes: 56, Feasible_dist: 0.0000, Entropy: 2.4163
[2026-09-04 02:30:13] utils.py(229) : Diversity Loss: 9.5187, Constructive RL loss: 611.3169, Slack loss: 0.5933 (adds 61.12)
[2026-09-04 02:30:20] utils.py(229) : Rank 0 >> Epoch 1: Train (10%)
[2026-09-04 02:30:20] utils.py(229) : [Construction] Score: 26.4985,  Loss: 616.8257,  Infeasible_rate: [100.0000%, 100.0000%], out: 79.4123, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:30:20] utils.py(229) : [Improvement] Score: 147.0268 [BSF: 145.7265],  Loss: 10.1144,  Infeasible_rate: [100.0000%, 100.0000%], out: 155.0594, out_nodes: 56, Feasible_dist: 0.0000, Entropy: 2.4149
[2026-09-04 02:30:20] utils.py(229) : Diversity Loss: 9.5239, Constructive RL loss: 616.9208, Slack loss: 0.5926 (adds 61.68)
[2026-09-04 02:30:28] utils.py(229) : Rank 0 >> Epoch 1: Train (10%)
[2026-09-04 02:30:28] utils.py(229) : [Construction] Score: 26.5013,  Loss: 619.1907,  Infeasible_rate: [100.0000%, 100.0000%], out: 79.0902, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:30:28] utils.py(229) : [Improvement] Score: 146.8354 [BSF: 145.5428],  Loss: 10.0937,  Infeasible_rate: [100.0000%, 100.0000%], out: 154.8720, out_nodes: 56, Feasible_dist: 0.0000, Entropy: 2.4157
[2026-09-04 02:30:28] utils.py(229) : Diversity Loss: 9.5214, Constructive RL loss: 619.2858, Slack loss: 0.5930 (adds 61.92)
[2026-09-04 02:30:36] utils.py(229) : Rank 0 >> Epoch 1: Train (10%)
[2026-09-04 02:30:36] utils.py(229) : [Construction] Score: 26.5317,  Loss: 624.2829,  Infeasible_rate: [100.0000%, 100.0000%], out: 79.1147, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:30:36] utils.py(229) : [Improvement] Score: 147.0381 [BSF: 145.7972],  Loss: 10.1872,  Infeasible_rate: [100.0000%, 100.0000%], out: 155.0941, out_nodes: 56, Feasible_dist: 0.0000, Entropy: 2.4140
[2026-09-04 02:30:36] utils.py(229) : Diversity Loss: 9.5206, Constructive RL loss: 624.3781, Slack loss: 0.5930 (adds 62.43)
[2026-09-04 02:30:43] utils.py(229) : Rank 0 >> Epoch 1: Train (10%)
[2026-09-04 02:30:43] utils.py(229) : [Construction] Score: 26.5295,  Loss: 619.7211,  Infeasible_rate: [100.0000%, 100.0000%], out: 79.2786, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:30:43] utils.py(229) : [Improvement] Score: 147.1687 [BSF: 145.9843],  Loss: 10.1231,  Infeasible_rate: [100.0000%, 100.0000%], out: 154.9331, out_nodes: 56, Feasible_dist: 0.0000, Entropy: 2.4152
[2026-09-04 02:30:43] utils.py(229) : Diversity Loss: 9.5215, Constructive RL loss: 619.8163, Slack loss: 0.5923 (adds 61.97)
[2026-09-04 02:30:51] utils.py(229) : Rank 0 >> Epoch 1: Train (10%)
[2026-09-04 02:30:51] utils.py(229) : [Construction] Score: 26.5410,  Loss: 622.0777,  Infeasible_rate: [100.0000%, 100.0000%], out: 79.2999, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:30:51] utils.py(229) : [Improvement] Score: 146.8238 [BSF: 145.6701],  Loss: 9.9839,  Infeasible_rate: [100.0000%, 100.0000%], out: 154.1186, out_nodes: 55, Feasible_dist: 0.0000, Entropy: 2.4127
[2026-09-04 02:30:51] utils.py(229) : Diversity Loss: 9.5273, Constructive RL loss: 622.1729, Slack loss: 0.5920 (adds 62.21)
[2026-09-04 02:30:58] utils.py(229) : Rank 0 >> Epoch 1: Train (10%)
[2026-09-04 02:30:58] utils.py(229) : [Construction] Score: 26.5343,  Loss: 624.0055,  Infeasible_rate: [100.0000%, 100.0000%], out: 79.3415, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:30:58] utils.py(229) : [Improvement] Score: 147.0502 [BSF: 145.8899],  Loss: 9.8291,  Infeasible_rate: [100.0000%, 100.0000%], out: 154.5481, out_nodes: 56, Feasible_dist: 0.0000, Entropy: 2.4116
[2026-09-04 02:30:58] utils.py(229) : Diversity Loss: 9.5233, Constructive RL loss: 624.1007, Slack loss: 0.5926 (adds 62.40)
[2026-09-04 02:31:06] utils.py(229) : Rank 0 >> Epoch 1: Train (15%)
[2026-09-04 02:31:06] utils.py(229) : [Construction] Score: 26.5638,  Loss: 618.7968,  Infeasible_rate: [100.0000%, 100.0000%], out: 79.0230, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:31:06] utils.py(229) : [Improvement] Score: 146.8398 [BSF: 145.6898],  Loss: 9.8371,  Infeasible_rate: [100.0000%, 100.0000%], out: 153.8423, out_nodes: 55, Feasible_dist: 0.0000, Entropy: 2.4106
[2026-09-04 02:31:06] utils.py(229) : Diversity Loss: 9.5258, Constructive RL loss: 618.8920, Slack loss: 0.5918 (adds 61.88)
[2026-09-04 02:31:14] utils.py(229) : Rank 0 >> Epoch 1: Train (15%)
[2026-09-04 02:31:14] utils.py(229) : [Construction] Score: 26.5634,  Loss: 615.9515,  Infeasible_rate: [100.0000%, 100.0000%], out: 79.1683, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:31:14] utils.py(229) : [Improvement] Score: 146.8932 [BSF: 145.7507],  Loss: 9.8668,  Infeasible_rate: [100.0000%, 100.0000%], out: 154.1599, out_nodes: 55, Feasible_dist: 0.0000, Entropy: 2.4116
[2026-09-04 02:31:14] utils.py(229) : Diversity Loss: 9.5228, Constructive RL loss: 616.0467, Slack loss: 0.5920 (adds 61.60)
[2026-09-04 02:31:22] utils.py(229) : Rank 0 >> Epoch 1: Train (15%)
[2026-09-04 02:31:22] utils.py(229) : [Construction] Score: 26.5540,  Loss: 613.1076,  Infeasible_rate: [100.0000%, 100.0000%], out: 79.5061, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:31:22] utils.py(229) : [Improvement] Score: 146.8198 [BSF: 145.6957],  Loss: 10.0855,  Infeasible_rate: [100.0000%, 100.0000%], out: 154.3691, out_nodes: 56, Feasible_dist: 0.0000, Entropy: 2.4130
[2026-09-04 02:31:22] utils.py(229) : Diversity Loss: 9.5204, Constructive RL loss: 613.2028, Slack loss: 0.5923 (adds 61.31)
[2026-09-04 02:31:29] utils.py(229) : Rank 0 >> Epoch 1: Train (15%)
[2026-09-04 02:31:29] utils.py(229) : [Construction] Score: 26.5755,  Loss: 612.4822,  Infeasible_rate: [100.0000%, 100.0000%], out: 79.5482, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:31:29] utils.py(229) : [Improvement] Score: 147.3127 [BSF: 146.0974],  Loss: 10.1133,  Infeasible_rate: [100.0000%, 100.0000%], out: 154.6256, out_nodes: 56, Feasible_dist: 0.0000, Entropy: 2.4108
[2026-09-04 02:31:29] utils.py(229) : Diversity Loss: 9.5215, Constructive RL loss: 612.5774, Slack loss: 0.5925 (adds 61.25)
[2026-09-04 02:31:36] utils.py(229) : Rank 0 >> Epoch 1: Train (15%)
[2026-09-04 02:31:36] utils.py(229) : [Construction] Score: 26.5883,  Loss: 615.2745,  Infeasible_rate: [100.0000%, 100.0000%], out: 79.5678, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:31:36] utils.py(229) : [Improvement] Score: 147.5193 [BSF: 146.3459],  Loss: 10.1227,  Infeasible_rate: [100.0000%, 100.0000%], out: 154.5375, out_nodes: 56, Feasible_dist: 0.0000, Entropy: 2.4114
[2026-09-04 02:31:36] utils.py(229) : Diversity Loss: 9.5245, Constructive RL loss: 615.3698, Slack loss: 0.5921 (adds 61.53)
[2026-09-04 02:31:43] utils.py(229) : Rank 0 >> Epoch 1: Train (15%)
[2026-09-04 02:31:43] utils.py(229) : [Construction] Score: 26.5791,  Loss: 616.4624,  Infeasible_rate: [100.0000%, 100.0000%], out: 79.6559, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:31:43] utils.py(229) : [Improvement] Score: 147.8740 [BSF: 146.7044],  Loss: 10.1280,  Infeasible_rate: [100.0000%, 100.0000%], out: 155.0802, out_nodes: 56, Feasible_dist: 0.0000, Entropy: 2.4110
[2026-09-04 02:31:43] utils.py(229) : Diversity Loss: 9.5232, Constructive RL loss: 616.5576, Slack loss: 0.5925 (adds 61.65)
[2026-09-04 02:31:53] utils.py(229) : Rank 0 >> Epoch 1: Train (15%)
[2026-09-04 02:31:53] utils.py(229) : [Construction] Score: 26.6199,  Loss: 615.5997,  Infeasible_rate: [100.0000%, 100.0000%], out: 79.1319, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:31:53] utils.py(229) : [Improvement] Score: 147.2461 [BSF: 146.1143],  Loss: 10.0164,  Infeasible_rate: [100.0000%, 100.0000%], out: 154.1280, out_nodes: 56, Feasible_dist: 0.0000, Entropy: 2.4119
[2026-09-04 02:31:53] utils.py(229) : Diversity Loss: 9.5273, Constructive RL loss: 615.6950, Slack loss: 0.5914 (adds 61.56)
[2026-09-04 02:32:03] utils.py(229) : Rank 0 >> Epoch 1: Train (15%)
[2026-09-04 02:32:03] utils.py(229) : [Construction] Score: 26.6091,  Loss: 614.0558,  Infeasible_rate: [100.0000%, 100.0000%], out: 79.1287, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:32:03] utils.py(229) : [Improvement] Score: 147.2142 [BSF: 146.0947],  Loss: 9.9965,  Infeasible_rate: [100.0000%, 100.0000%], out: 153.6305, out_nodes: 55, Feasible_dist: 0.0000, Entropy: 2.4115
[2026-09-04 02:32:03] utils.py(229) : Diversity Loss: 9.5262, Constructive RL loss: 614.1511, Slack loss: 0.5908 (adds 61.41)
[2026-09-04 02:32:12] utils.py(229) : Rank 0 >> Epoch 1: Train (20%)
[2026-09-04 02:32:12] utils.py(229) : [Construction] Score: 26.5872,  Loss: 610.4049,  Infeasible_rate: [100.0000%, 100.0000%], out: 78.6437, out_nodes: 25, Feasible_dist: 0.0000
[2026-09-04 02:32:12] utils.py(229) : [Improvement] Score: 146.6851 [BSF: 145.5954],  Loss: 9.9155,  Infeasible_rate: [100.0000%, 100.0000%], out: 152.7855, out_nodes: 55, Feasible_dist: 0.0000, Entropy: 2.4126
[2026-09-04 02:32:12] utils.py(229) : Diversity Loss: 9.5302, Constructive RL loss: 610.5002, Slack loss: 0.5897 (adds 61.04)
